row ID,row m/z,row retention time,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
19754,581.2663373028655,8.287451041666667,0.0,13622.5002797852,14216.483493522634,13478.23224362179,0.0,679.383374999994,71021.71346200563,74929.59704724113,0.0,76376.229580902,0.0,7476.425823646536,7091.799683807366,0.0,6337.6301079406685,0.0,0.0,8887.641584655768,0.0,0.0,0.0,8198.94104096985,9277.06163314818,921.0624022216879,0.0,0.0,2507.5468308716045,0.0,695.3871966934305,0.0,
19816,601.257014103666,7.030722916666668,0.0,0.0,0.0,0.0,0.0,0.0,49819.976665405215,51897.27945397957,0.0,45627.01781988531,0.0,0.0,669.2979935913042,0.0,0.0,0.0,0.0,3966.021412391664,0.0,0.0,0.0,995.9378750000087,5050.687406982433,0.0,0.0,683.7363945007303,0.0,0.0,0.0,0.0,
19858,514.2872610648143,17.724555555555558,70333.49539672896,151925.42172485276,182088.98757812468,60006.07534545825,66025.1749938969,183858.77423583934,224574.27612670878,70789.8796936037,50798.306269531204,262830.4734765628,132362.7518420411,77724.24001098622,155389.4202941888,64717.678614501194,8512.46979736323,107507.82923950172,69137.27239135718,84871.79453125049,164202.80932495085,24867.773282471164,76626.70327026364,50705.194558105504,80764.85928466794,138341.15284179646,171944.5017724609,130092.16116210904,17160.581906738178,1280723.413916626,58777.6044824225,99145.75370849573,
19974,313.23505753704075,21.650172222222228,19031.903326110936,13378.000908203096,4833.290908508243,17508.815049743476,19893.76534912124,21138.483441162,73542.70947814953,79661.00690368647,97563.79981597858,4616.262067871414,82381.58220947301,213559.9172705079,192996.38105163586,88259.92275787322,208192.53318664507,236100.55988159156,251443.82393737766,22306.535327148507,239241.79922119126,31125.331245117115,28704.12613952649,6956.961211547894,14750.593681030472,229720.72324432328,31666.282935791034,348324.3469857798,232438.57831237762,326812.39842956595,243172.95180236825,362059.34874298045,
19987,336.28947227348414,13.621593055555556,6413.301987396236,11202.431909713765,10708.439575141914,10931.665801071178,6026.07349052429,6922.401459968606,50930.07923794557,51822.65163919072,55390.213915222266,54046.637789398184,10496.925484618912,0.0,0.0,11337.09317608636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19994,493.1916167874382,19.519315789473684,645.318001708976,6328.651098632729,5721.909356689491,5626.32414550774,0.0,705.4011882782277,54182.947194824366,48748.12455688463,0.0,48254.41606445346,0.0,1106951.0211273215,1091842.1140386998,760.7267376708885,1162557.4481219463,0.0,871.9210777282773,107407.96482421801,0.0,0.0,0.0,119980.93888610887,114369.99198425285,156407.40302734426,0.0,0.0,156127.85748107865,0.0,154889.394938354,0.0,
20090,452.1619324980657,7.497536111111111,0.0,0.0,0.0,0.0,0.0,0.0,43244.16348834226,44218.676230651785,0.0,41418.80014663703,0.0,60665.24992407227,57410.906630889906,0.0,63760.58167904669,0.0,0.0,17713.766543090827,0.0,0.0,0.0,14697.806340896597,16218.690047142063,7914.6471428222485,0.0,0.0,5677.875513687123,0.0,7481.3677876281645,0.0,
20176,377.2274900756354,15.613817948717955,0.0,742.5156164932229,0.0,893.3646823883028,869.4069792938358,638.0557063369799,42183.79006445317,40499.072745269725,34165.674437103284,4403.1847582398495,34097.003575836185,1799.5206892547546,1382.7354216842868,33279.633081970205,2657.0978426513752,1524.7888039398413,10527.966523956296,0.0,2090.8100397491385,1417.8831959838742,1456.9586097717126,613.7379689331109,867.0735717163011,673.9059999999939,1195.2010000000107,0.0,988.487118286136,1864.5802315521028,3333.351011199976,721.1091162872292,
20198,493.190653947928,13.659760185185185,0.0,11641.05936256405,12901.082740585327,11974.481583374003,0.0,0.0,44115.13906173708,43633.77515011598,0.0,45305.53419192507,0.0,269694.4542363893,265447.15182629344,665.5888130645802,282437.44332659896,795.6731250000114,0.0,19123.545243225082,0.0,1662.9002861480774,0.0,23376.094323455764,19436.51509078975,100977.6921065368,0.0,0.0,96347.00511511226,0.0,101996.86378573594,0.0,
20215,408.13630068315285,6.717680555555557,0.0,0.0,0.0,0.0,0.0,0.0,24550.358089050318,23397.995773254384,0.0,27381.859160675096,0.0,33984.31948681647,34957.19599755858,0.0,35954.82540753178,0.0,0.0,7713.8655099334555,0.0,0.0,0.0,7139.061045211777,8722.067095413193,8669.291671874998,0.0,0.0,8264.416029708867,0.0,8431.773793685905,0.0,
20240,303.14529499648984,17.407216666666667,105200.91494873037,156888.00736083972,42465.18122619612,196678.35073486296,158756.9634863282,40091.285532226066,13772.884003906167,13102.584829101485,105898.590137939,66535.0743640128,8849.778182372967,43716.7814355464,124644.04414306645,7226.836406249958,24089.464323730303,66042.24732910152,63512.32435180701,7235.299926757769,136530.86124450696,133940.46245483376,272643.56426525826,55786.39384521516,33422.362672118936,57401.069243164544,882755.6928782957,65190.87488281253,28150.08298217813,62863.722923583206,59480.9791101067,42715.78058654825,
20358,329.228472650206,20.159166666666668,17053.17119750968,5315.009191894458,2749.2528976440612,5682.16732604993,3180.3022045898024,14134.160143737727,5627.4184899902,4737.84508544919,7406.399958496048,16865.595542602583,24837.426055908032,102620.93851318376,88477.93711669979,5909.091921386684,108131.95168457023,96584.5046289071,148149.5348693848,3613.4783816528884,18222.502309571573,2207.736309814502,4594.247993164079,2097.936711425828,4438.172212219268,46958.66318359412,5243.466193237207,94544.52243774405,45504.522807616886,50321.53314331022,40793.1175683591,63229.10409301791,
20372,373.5536900274446,40.324311111111115,6297.71314788847,4922.734464721676,6457.518599548343,3848.402790222315,3906.430019836217,5269.713839263719,371097.1819308471,9304.602484131827,388825.27249603305,8751.525287475559,15010.966351929224,11624.735437011785,8045.033692626514,406191.0493713385,361846.5304895024,370696.1927890015,5806.231755371458,2033.7807879638306,14824.276087645958,8021.654711303548,4691.640008544897,6497.495269775312,8043.5236389159545,12365.2656365968,9661.345156555191,268120.4149404908,11658.745674133474,12315.239279175088,33692.125868530085,6046.228403014934,
20410,351.97712291079887,40.31075,13829.19639282212,20105.648981322967,3820.5284445187563,8480.679080200272,21070.93458892766,13974.180361633227,355023.42717834463,29658.278745116968,43432.844954223416,319606.4488757325,38239.957833862354,16645.89984375028,11579.873979187229,15864.730765991397,5996.684328613123,282269.23650543205,14006.45034240732,12747.67978363037,12335.409733276509,1952.9936553955108,11852.079211425678,6696.538365478508,14464.855399170216,2410.4967752075268,13576.333576049983,13821.902080993508,13586.629776611377,9473.569425354224,4360.17454101543,13849.368919372737,
20515,624.2838462887253,6.07805,0.0,1360.176654052736,0.0,0.0,0.0,0.0,21276.598372070304,21871.57882476807,0.0,22059.56738250731,0.0,18487.418664627086,18555.417095123285,0.0,16585.272118606597,0.0,0.0,89924.91581274424,0.0,0.0,0.0,87088.22271844487,86625.59845458996,0.0,0.0,0.0,640.0224509277309,686.0005945587196,0.0,0.0,
20615,507.17054948172915,18.322666666666667,0.0,2208.1746423340164,6219.41521888737,751.9799999999902,0.0,0.0,37346.893703308255,25530.05164916976,0.0,31353.667780761803,0.0,134269.7254461674,138707.71823547385,0.0,144148.7333642573,0.0,813.363307189918,46270.63999786373,0.0,0.0,0.0,42901.93471862809,39316.87697723386,27135.969262390136,0.0,0.0,15581.982458190927,0.0,26291.062207336297,0.0,
20802,349.25698075324806,14.615056666666662,17290.81341827397,7795.578885681164,12835.193224670433,12993.36703942874,12100.303138153044,15808.463761276273,21537.07363455204,20307.767885620116,35453.041208343566,22029.413067596444,42295.3762816467,31084.759935546725,60335.889724761975,35986.961873413,53627.792320098895,93649.1858087158,89292.11873992914,2613.4474202270426,97122.89990368641,3916.511704849239,1426.4855387573114,2202.472147582981,4346.1638874664095,49833.31180297849,3363.6575177764403,59077.1807879334,48502.86698037724,42131.45331597906,30422.520410644487,39485.04482629383,
21546,373.5537027760485,39.60591111111111,3240.940148925644,5446.30103805543,4879.970990905797,6237.753173065261,3393.581384582445,3201.6118276976476,8432.946207886605,410798.74863098154,30080.913361511153,20098.91648376477,20623.415861816487,26550.07615234339,19230.513411865068,18092.770263671715,40406.664734497404,46346.55923339789,359385.26687500026,7343.819667205864,354226.2039901733,2368.725660248154,1900.603304443498,12145.320542297159,11409.34647888184,10034.053912048488,9449.509107360918,5954.2815023805615,21130.118529663017,11442.797185058564,10001.08625488239,193281.12380004878,
21709,351.9771974379702,39.60142222222222,26763.431959533842,12937.158299560193,12191.297673340096,8101.743904418891,17622.35683837889,10914.548488464734,18376.051010742583,328040.3023538206,463218.3053936772,20132.9050244134,497576.920684814,9036.697986145291,17058.351115417783,35957.88055663971,18694.551091919097,30293.204971312804,279546.74741271965,6890.649021301118,289304.92681335466,8259.307183227604,2251.7721688839074,3767.0618978879993,12550.977466735554,14059.78852203391,18686.62133850104,13929.734302368288,9946.422811584402,10559.289827270686,7303.481049805034,6756.708023071258,
21761,451.1792233738414,4.106400833333334,0.0,1311.0837437744106,0.0,3853.400838668825,765.4329977416968,0.0,2730.601141677859,15560.122510131841,670.4012989501954,17394.260124633824,0.0,122363.98629815676,122055.72429229744,0.0,128703.66154339598,0.0,803.6130473022463,79927.34297531133,0.0,0.0,703.7833873901367,76896.40033477782,70941.79859161375,328948.3217736815,4802.800475456234,0.0,344359.2407920837,758.8310891418457,345624.64469842555,0.0,
22560,351.20877331435327,22.405235632183906,25159.669506530634,24219.735864257982,16278.089490966666,7117.036482544007,38895.65246643057,14083.815504150676,20163.53967712396,20687.807644042878,81227.57305419918,16677.858803406012,21629.359443359244,133984.82673095714,131384.64591430686,41855.69259887704,128281.26138671878,186941.64669067398,185369.75112731897,10762.039924621417,188187.8417111206,5296.196628112685,2908.0362258911323,1640.1278961181172,0.0,109491.9867846682,5132.645486450139,166096.51580566395,103505.92042907717,137748.22530700677,103337.60291076633,167435.57481628453,
22673,369.1590830209993,14.525882222222226,67895.82271618648,81575.05444653341,81996.59277850339,48030.133052429206,33596.79445001223,99480.28827520758,103409.23853906244,43656.582535400215,69376.19625012194,38099.795831909105,84924.36076147464,67565.54082208233,81006.59660357682,93901.90126599127,66078.42148480241,90197.66578967268,109284.96188269033,67008.71432281495,102489.40703222668,39737.53536199944,42767.78132312015,89620.42916101078,69505.90753881847,66576.41663207987,39515.087358093166,26466.43582592766,132815.56782324193,62063.21702777126,76841.84979675311,19037.883821472205,
22829,351.9769676368548,0.4114422222222221,2761.1860237426745,9879.286219451904,7096.203289123533,2141.0303630218496,4049.9217062988287,4590.409493453977,5009.485773651123,28331.71650717164,154307.79698065185,22156.069405578608,2269.7744073181148,17250.647074829103,6446.701832397461,140218.99988562008,2147.9792256774895,5332.151875976562,5079.191679626464,4056.9983908996583,8539.474764251705,3480.881937423705,9234.086748336793,5320.336328948975,8116.422654144289,4462.076797393799,6973.350224823001,12219.005162597656,6487.370869659424,13914.204235076906,7431.796946990967,10394.201872116088,
23314,377.2296437939987,27.86888888888889,0.0,5917.341900024756,0.0,0.0,0.0,0.0,394997.12975952297,376174.34785156173,1007996.8705981408,68591.67405761678,482690.07472900493,669987.2420068375,663831.6544592291,455227.9736315906,1916579.4451525868,610599.2267138652,667639.0257580535,24741.835715942667,625362.4390624958,130608.90472839327,0.0,104480.79462554936,92600.90189697307,0.0,140956.23871154757,0.0,0.0,0.0,0.0,0.0,
23649,373.5534097198512,39.9889,6463.686536712618,4308.575868225311,3459.8205596922667,6714.9529277037755,4901.80574493425,4781.788680725171,32840.048854981134,12533.726324463676,32694.356533813607,423814.58275024383,23692.521821899863,346612.6870172126,24565.230609740993,10797.788963013028,16030.487738647356,11785.137357178039,18466.22484985341,8411.77398071277,13131.913385009868,4902.434968566896,6660.749921417474,7281.006820983868,2387.258236999591,9018.750429076958,3586.239031829944,12113.586037902458,303736.29122528137,35579.83030029289,335309.7852993773,13633.935157470863,
24889,392.148183808822,20.716722222222227,0.0,0.0,0.0,0.0,0.0,0.0,213235.53822265644,138017.02000000066,0.0,210113.98726562705,0.0,2491927.670820316,2474545.5468554776,0.0,2624246.0201953105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316408.2527734493,0.0,0.0,2176084.2611523485,0.0,2353714.467890609,0.0,
24890,568.2965704687723,38.11979166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1858184.3793969888,577443.0570736732,0.0,0.0,975063.9446545407,580741.7824133207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24891,320.1707857940035,38.124444444444435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072074.474076549,1108807.7993139678,0.0,0.0,0.0,1095734.6015484543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24893,891.3387715362254,11.80701458333333,0.0,5361.832226882958,5090.872841918927,5058.014454971357,0.0,0.0,11269.624770904564,10109.11556646732,0.0,9238.147958373987,0.0,512800.4964725339,530633.8546853014,0.0,558071.0722109363,0.0,0.0,9965.141650878897,0.0,0.0,0.0,12043.14738330079,11630.116461181658,994961.5367258334,0.0,698.6447226333597,1015970.909728698,0.0,1008318.2334718305,0.0,
24894,408.13628152145174,10.095401666666666,0.0,0.0,639.7150582122895,0.0,0.0,0.0,7690.237231933597,8694.997314620969,0.0,8048.65434837342,0.0,830929.8151231086,830901.2660964968,0.0,887864.9930315244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4411.813733444242,0.0,0.0,3718.4827762527557,0.0,1562.3252134399668,0.0,
24896,573.2521063672883,38.11979166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369219.3581512486,92321.88097595287,0.0,0.0,171106.79436675992,92403.12043578936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24897,325.1268504081441,38.124444444444435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477272.73250610713,154557.2007769782,0.0,0.0,0.0,176233.04145141385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24898,465.1945111078658,4.463210344827587,2242.655493202212,4062.861175933843,5294.211186386121,5906.4780046768055,0.0,1137.3162306671045,22338.79931665044,23000.23946730041,807.6623317871096,24160.478901550283,624.1623193664565,512419.1197089846,511848.4024610593,644.1016402816807,532252.6624403083,27292.53064636232,10791.337534942606,215181.79737561013,18915.15676397708,3718.72649007416,5854.625219421379,202418.76921124264,194933.63380038465,168186.87049655142,4155.094680053719,43852.29598931877,191326.72725598136,35144.6720899048,176427.38099328594,79470.04188824454,
24899,425.37782873933975,38.124444444444435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304921.07504272787,56234.875397034404,0.0,0.0,0.0,71528.59652618227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24901,421.1698556312398,15.372320289855072,1467.6978206634608,1124.5617499999903,1508.2460333404529,0.0,813.4335156555238,0.0,7594.612451339724,5048.605363525394,0.0,8638.431933929449,795.1858243560624,367555.80019311525,358039.0621945188,671.8468804550223,381657.1977486266,922.0465258178792,632.9039396667425,30347.53093054196,720.1043362121519,0.0,0.0,24127.316619384717,26326.10937237548,312378.7158319092,0.0,0.0,309693.4559310605,827.8391249999927,301342.97152859514,812.193843612654,
24902,869.3568397992108,11.804695555555556,0.0,2955.2900509033348,3650.346540466293,2859.4650506744592,0.0,0.0,5930.448168869039,7935.1059322815145,0.0,5595.2259818725415,0.0,188001.16964178454,192432.41643164016,0.0,194058.80206860305,0.0,0.0,10241.754212646489,0.0,0.0,0.0,9839.35691250605,8852.874125396735,368673.79087683256,0.0,0.0,372612.93114117393,0.0,365757.6043597404,0.0,
24906,515.1736314962753,19.517888888888887,0.0,2608.0391236876885,1204.220115661629,939.6277294921753,0.0,0.0,12200.445805664185,13568.703777160645,0.0,13401.905423584216,0.0,292991.24436462467,298151.0143304453,0.0,320792.2491235345,0.0,0.0,28549.15353088372,0.0,0.0,0.0,20973.349639587588,26300.912558746222,35028.88087097189,0.0,0.0,40086.317074584695,0.0,42233.899982910036,0.0,
24913,408.1357699802558,7.5521055555555545,0.0,0.0,0.0,0.0,0.0,0.0,4146.313675537107,3371.4232703247103,0.0,5913.399745422379,0.0,177765.42494720453,189155.2749721681,0.0,202954.53208987444,0.0,0.0,2367.911349258422,0.0,0.0,0.0,4082.1959153137213,2672.533892913829,65650.10055133053,0.0,0.0,68183.66201315302,0.0,66182.03079754625,0.0,
24924,514.2873463833338,38.100375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163938.03861083978,151495.766810609,47165.254824218966,0.0,40287.70393554663,78689.6038165283,47866.16789794854,0.0,38978.182109070505,12331.941566772766,0.0,111684.01811965986,42024.894790038816,0.0,0.0,154639.0668164801,91463.1143334965,0.0,0.0,0.0,
24933,378.1253956764834,10.274719791666667,0.0,1225.1261594848525,2175.7527010803205,1468.7877317199732,0.0,0.0,6144.041930923468,6942.361651977501,0.0,6475.609065673813,0.0,139885.976649048,146205.29689758312,0.0,156585.40977343748,0.0,0.0,18419.050771362323,668.4766765975975,0.0,0.0,16623.26104220578,18220.795395477257,26899.97468957518,0.0,0.0,35000.7727875671,0.0,32080.47168664561,0.0,
24939,465.19553918133204,6.132617391304349,774.1797814178442,11036.033022766109,7584.542354263296,6624.628181121811,0.0,0.0,2006.3961566162106,2091.284960144043,0.0,3386.2950984649688,0.0,103955.22320635985,108138.90678826904,0.0,115636.19137136858,1340.4917795562628,630.2384765624926,6931.782355880729,734.3512322616552,0.0,0.0,1955.6643408050656,6401.43866142274,11353.809227691658,889.1176123809707,8429.712237670898,14063.744874298101,13154.267953186054,9965.935344055171,12475.559477020259,
24942,422.15284474112013,11.342025555555557,0.0,1956.1990566330262,836.0612443542453,2277.2331865997226,0.0,0.0,6332.555504211438,6287.6865536193845,0.0,6841.810200866702,0.0,124156.76686074848,131813.19976293962,0.0,137019.0601392213,0.0,0.0,18386.446218780526,0.0,0.0,0.0,17372.118161071758,20020.269068374648,11304.754142608603,0.0,0.0,23779.367710418675,0.0,21380.163366210934,0.0,
24983,430.1161643512635,10.117904166666667,0.0,653.2263748169038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94147.89438409431,95187.28760998537,0.0,103488.90572882084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24986,540.2046003282852,13.047675,0.0,824.5527214050412,2270.039994842532,4518.722267990113,0.0,0.0,14243.160296722404,14385.954147216775,0.0,14335.501185073856,870.2126963501055,98114.99015789793,96050.77263775644,0.0,100815.30570520015,0.0,0.0,10484.406898544308,0.0,0.0,0.0,7937.468186035187,11376.457278778078,134796.87572546373,0.0,0.0,145113.98497033678,0.0,137976.2538246153,0.0,
25014,507.2044657724413,6.7941488888888895,0.0,16416.32667797849,17310.062217529274,20179.86942102049,0.0,0.0,15340.750069473279,9629.288761718763,0.0,15369.829497390765,0.0,72097.61105865483,69585.98832202143,0.0,73695.77428686533,0.0,0.0,56469.05525225822,0.0,0.0,0.0,59062.62904183959,57412.12428849784,19459.26105352781,0.0,0.0,16579.870153045646,0.0,13075.89436383053,0.0,
25019,452.1623553095912,8.405666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3022.2929234771746,2542.920130310047,0.0,2439.651064025871,0.0,71530.20219708241,68110.45377062987,0.0,73378.82118832388,0.0,0.0,1527.032563995341,0.0,0.0,0.0,4538.725021163927,2631.356834671029,32167.418651306118,0.0,0.0,34679.04123840321,0.0,35651.247335021864,0.0,
25022,634.2314845395232,18.003422222222227,0.0,3342.291869201719,1670.6867089843533,7715.087336273225,0.0,0.0,14121.787067871044,17989.182014465434,0.0,10001.947660827547,0.0,253602.28105590827,246686.5119436646,0.0,257438.85706542968,0.0,0.0,81809.15110626223,0.0,0.0,0.0,87076.9600930786,79619.0006887818,163306.76806060786,0.0,0.0,158109.80680969238,0.0,157337.09654296888,0.0,
25030,552.2682379924721,5.707624074074074,0.0,4156.715337310804,3491.928956863408,4655.984317382811,689.1202132568359,782.9898426513689,0.0,0.0,0.0,806.7530941772461,0.0,45747.795143463045,50095.386684814475,0.0,7472.487919006322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25059,349.2549503898333,16.216532716049382,12741.633989715563,0.0,977.2669136810272,11328.97550985717,1079.8753932800378,5687.67435443127,4194.890528854386,6296.903275817867,6562.6936829223605,3447.2530308532396,15143.598359634423,16267.59550793464,99903.34454046648,5484.539745239297,117853.76830725092,168890.06687286368,164637.3605433957,1935.9354570923026,181059.5074572454,5060.98997622678,8782.557082870488,5837.436591621379,1577.533033905052,802.0696766357212,0.0,2873.871066284129,7761.061981994686,0.0,4943.263746276895,804.2897781372087,
25063,491.17476724014085,10.811570833333333,0.0,0.0,0.0,0.0,0.0,0.0,997.524232254014,1585.9241210022,0.0,0.0,0.0,59410.796954681326,57579.77734454348,624.9161779785103,57670.58254492204,0.0,0.0,3863.636415771487,0.0,0.0,0.0,5806.148629928575,1754.5401099853293,25127.845273925737,0.0,0.0,24280.968231109684,0.0,23680.879083709664,0.0,
25138,493.189847820233,10.17845520833333,0.0,0.0,890.0921273803888,690.2205392455994,0.0,0.0,10236.028060348524,10274.956900451634,0.0,11753.314727424631,625.375662574755,87092.70665972901,87629.71886959838,0.0,87843.94169250492,0.0,872.2137715148956,8350.374546119674,0.0,0.0,0.0,6877.53902539067,5326.33678818512,89540.0833358155,0.0,0.0,89059.4200387878,0.0,96422.73387899784,0.0,
25261,347.23839059838264,13.101245061728392,17688.090543518094,11627.85466421504,4357.763841308581,6174.980721740678,5215.740663970943,8485.953840393027,0.0,2152.638440063496,9883.6924982604,4574.6688150023965,15972.804620147705,33608.40679364021,45982.60131802369,9382.699251342725,42578.00247583004,77081.62626513669,70466.03697735592,915.2174828338592,77342.17696099867,959.9082164916907,943.4936140746988,0.0,704.2015315551697,45107.513510803234,0.0,82289.29454916378,41606.371247497504,68754.5790266113,51647.96071038822,81542.64990924095,
25320,433.1801234772045,18.511466666666667,0.0,2012.5135119629356,2923.029503173893,4663.3467575073855,0.0,0.0,29391.411725006114,23914.612296142743,0.0,22271.746947631756,981.4234375000065,8342.751003418192,24963.389675292816,0.0,37154.657592163225,1411.32734313963,1514.7371826171845,15256.283259277281,0.0,1484.518750000033,0.0,16810.436926880047,20525.249857482726,334473.52385009924,0.0,0.0,349746.95960754424,2451.5975318908513,346826.2029650862,0.0,
25324,407.15520062505584,14.704920512820511,0.0,0.0,0.0,0.0,0.0,0.0,3834.356181579559,4650.95670626831,0.0,10325.626800949123,0.0,33075.32411239628,34561.70977844243,862.2838913421659,34302.859524231004,0.0,0.0,3472.9724111938667,0.0,0.0,0.0,6767.861649108874,6159.858739746084,250048.00796887212,0.0,0.0,245586.9453671571,0.0,250407.2953748171,0.0,
25337,435.23395997859535,10.237041666666668,15077.955936866789,6206.590698852541,9303.54531348416,7153.009682159433,3498.1048338013197,8057.238913940411,1803.6041917724576,1869.7818329925385,4473.241481735256,623.8168631744363,2724.157172851565,61813.695507019074,59914.567565063495,2462.82979849241,12077.485075805547,32029.33564443979,18973.903306182994,2791.090631896984,22843.19583859254,19877.327344314555,24114.178296783408,4706.490589691177,10870.543246978756,62701.347266723606,24572.398166366558,14374.451001266529,64882.92723306268,18915.495119903568,17937.664594238566,18719.846564239484,
25396,417.2215501914415,20.704855555555557,4725.919735107527,10766.676735534615,8305.625114441013,17914.17902740473,19379.894333496046,9745.04773315425,6877.469079895,8272.011329345642,7939.3223120118955,2525.932912292652,14948.312379913277,66354.77349914543,59471.80492767332,17452.804203643893,55773.918803100554,14722.691453552336,6315.622556152484,9408.937688598502,7773.7233129882,7799.443058013885,17920.82937927233,9340.191699218869,9739.682400512733,190981.64247924899,21258.18363769531,74687.1875659178,1098803.3697814937,653204.5723587029,1246409.4103613268,519391.7750573735,
25686,347.238902315257,14.38215144927536,1777.1106422424261,2080.697757171642,1046.0027771759185,1141.6376915893456,1243.2759587402236,1604.9939874877682,850.703231277463,0.0,1205.4813897247411,0.0,868.5835119018575,16821.3185378419,25410.30688629145,717.8805359802184,26200.98410028064,43186.72037243654,50563.839223754905,0.0,51581.7357763062,0.0,0.0,1061.3710569763336,0.0,2442.1577156372086,0.0,4051.065408843973,1007.9672362365733,1795.4785817870938,1879.9933280029395,2807.1881702270257,
25716,313.23397711065144,17.46941975308642,4775.812683105464,2541.967215576205,1938.6279350280704,2112.5415517425145,5736.454363098129,10255.739221191354,927.3287499999878,925.6608009338763,9684.97310577396,1776.2968499755966,9615.443653564436,24522.75515197737,28754.681218261718,7721.690536499059,20167.45788879416,64747.32633605992,91069.02081512484,0.0,71008.53454711931,971.6262519836833,1367.8754035949796,0.0,0.0,1496.9216894531055,934.0787744140505,19365.77898773186,1881.736857910198,17424.61747009276,3052.4132141113264,17899.095484161237,
26099,515.1530765937558,6.025113333333333,0.0,2460.287778129581,2764.1354944153004,3547.5509674530103,0.0,0.0,1847.3216797790487,2880.837425720221,0.0,2304.56243429565,0.0,23035.513973937974,17319.193096099836,0.0,20615.352732238804,0.0,0.0,19698.648431335507,0.0,0.0,0.0,18083.74599114993,15672.682142150898,99144.34335073843,0.0,0.0,100428.64242773436,0.0,101131.54079428104,0.0,
26493,351.97701140085275,40.80681111111112,4644.377795104888,18648.094303283622,11769.214363403078,10840.50096191434,22956.490443725597,14700.467794189324,13532.313287963765,16792.153755492473,34636.28828613279,5950.881353149273,54810.003502196356,17820.46861022944,15656.398911437764,428859.35091583314,17820.650841979692,2323.818422545873,15991.092093506104,3683.697734070163,27555.76541656501,8053.891422576906,9151.233604888892,12438.264382019197,10621.910951538232,12416.426896667715,4670.204750976367,15643.226525879081,3238.168702239897,14813.934377136235,6343.641849364703,18242.79386413584,
26821,514.287568350814,12.32252111111111,148216.39592871102,59096.072701293975,310520.9473140871,63753.14822534137,125636.50274731428,153145.5879616699,175143.80393066394,64349.780926513675,121622.10917907707,151125.65555273407,148945.69013977086,194104.44125964388,335299.2605213621,18535.42298193376,29242.809595703315,229456.60535437032,71274.92095532245,56524.79604394531,75069.31019812013,104675.5794404296,101491.4047165526,1147052.2887425537,144512.17100183098,462107.07722790533,890289.556086304,88150.15814099125,17821.34027587893,356065.9615189205,212357.59566931185,81668.06736047388,
